계약년월,계약일,시군구,본번,부번,단지명,전용면적(㎡),거래금액(만원),층,건축년도
201805,12,세종특별자치시 소담동,00M3,0,새샘마을3단지(모아미래도리버시티),84.9989,51800,5,2016
201805,12,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9375,32200,21,2014
201805,12,세종특별자치시 연서면 봉암리,622,0,대원네스트빌,79.626,13100,8,2002
201805,12,세종특별자치시 연서면 봉암리,622,0,대원네스트빌,59.858,9500,4,2002
201805,12,세종특별자치시 연서면 봉암리,622,0,대원네스트빌,59.858,9500,2,2002
201805,12,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,84.7067,18500,3,2013
201805,12,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,20000,8,2008
201805,12,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,31500,10,2014
201805,12,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,29700,3,2014
201805,12,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),84.991,40600,22,2014
201805,12,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),96.31,47700,19,2014
201805,12,세종특별자치시 한솔동,947,0,첫마을3단지(퍼스트프라임),119.59,59500,3,2011
201805,12,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),114.84,49000,28,2012
201805,13,세종특별자치시 도담동,858,0,도램마을 14단지(한림풀에버),100.016,60800,19,2015
201805,13,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),95.804,62800,19,2015
201805,13,세종특별자치시 소담동,00M3,0,새샘마을3단지(모아미래도리버시티),97.994,65000,29,2016
201805,13,세종특별자치시 소담동,00M3,0,새샘마을3단지(모아미래도리버시티),84.9989,50000,4,2016
201805,13,세종특별자치시 조치원읍 신안리,35,3,유니빌,28.168,3300,6,2002
201805,13,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.976,19500,6,2008
201805,13,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,128.9491,23000,9,2008
201805,13,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),67.962,32000,14,2014
201805,13,세종특별자치시 한솔동,947,0,첫마을3단지(퍼스트프라임),59.61,30200,3,2011
201805,13,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),84.81,36300,9,2012
201805,14,세종특별자치시 고운동,1703,0,이지더원(가락마을4단지),59.9853,23300,17,2014
201805,14,세종특별자치시 소담동,00M3,0,새샘마을3단지(모아미래도리버시티),84.9989,55000,19,2016
201805,14,세종특별자치시 조치원읍 죽림리,92,0,신동아,59.76,10800,13,1996
201805,14,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9941,43750,16,2015
201805,14,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.91,41000,8,2011
201805,14,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.62,33500,12,2012
201805,14,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),114.6,53000,23,2012
201805,15,세종특별자치시 아름동,1356,0,범지기마을 4단지,84.8568,34000,9,2014
201805,15,세종특별자치시 아름동,1356,0,범지기마을 4단지,84.8568,34500,25,2014
201805,15,세종특별자치시 조치원읍 교리,140,0,현대,84.99,12500,11,1992
201805,15,세종특별자치시 조치원읍 번암리,75,2,번암주공,39.3,5300,4,1989
201805,15,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,49.29,11400,15,1999
201805,15,세종특별자치시 조치원읍 죽림리,92,0,신동아,84.98,13700,12,1996
201805,15,세종특별자치시 조치원읍 죽림리,92,0,신동아,59.76,9700,11,1996
201805,15,세종특별자치시 조치원읍 죽림리,72,0,죽림우방유셀,84.728,18000,15,2008
201805,15,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),84.924,44700,14,2014
201805,15,세종특별자치시 한솔동,947,0,첫마을3단지(퍼스트프라임),119.98,63700,7,2011
201805,16,세종특별자치시 고운동,1395,0,가락마을16단지(에듀그린),59.8399,26000,9,2015
201805,16,세종특별자치시 고운동,1387,0,가락마을22단지(에듀힐스),84.9968,32000,2,2015
201805,16,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.757,50450,18,2014
201805,16,세종특별자치시 도담동,683,0,도램마을3단지(웅진스타클래스),59.97,31900,11,2014
201805,16,세종특별자치시 전의면 유천리,528,0,민석그린,59.94,8300,3,2001
201805,16,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,84.84,16600,12,1999
201805,16,세종특별자치시 종촌동,679,0,가재마을3단지(중흥에듀타운),108.81,41500,3,2015
201805,16,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),84.95,31600,7,2015
201805,17,세종특별자치시 고운동,1705,0,가락마을5단지(유승한내들),59.9058,25000,7,2015
201805,17,세종특별자치시 금남면 용포리,320,0,두진리버빌,59.8676,18700,9,2000
201805,17,세종특별자치시 나성동,748,0,한스웰시티(CB5-1BL),24.12,12670,7,2015
201805,17,세종특별자치시 다정동,2101,3,가온마을8단지(더하이스트),59.8817,36000,11,2018
201805,17,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.815,50900,22,2014
201805,17,세종특별자치시 연동면 명학리,255,0,다산청정,59.858,9000,1,2001
201805,17,세종특별자치시 전의면 동교리,213,28,성호늘푸른,59.76,7900,7,1997
201805,17,세종특별자치시 조치원읍 서창리,133,10,두진한라,59.98,5500,1,1991
201805,17,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,18500,4,2008
201805,17,세종특별자치시 종촌동,654,0,가재마을11단지(한신휴플러스),59.614,31500,9,2013
201805,17,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9941,43000,11,2015
201805,17,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),84.814,40000,8,2014
201805,18,세종특별자치시 다정동,2101,4,가온마을12단지,84.919,50510,7,2018
201805,18,세종특별자치시 다정동,2101,4,가온마을12단지,59.8817,39752,11,2018
201805,18,세종특별자치시 도담동,845,0,도램마을1단지(웅진스타클래스),84.98,45800,11,2014
201805,18,세종특별자치시 도담동,845,0,도램마을1단지(웅진스타클래스),59.99,36000,23,2014
201805,18,세종특별자치시 부강면 부강리,970,3,청솔,49.77,7250,6,1994
201805,18,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),59.9789,27300,1,2015
201805,18,세종특별자치시 아름동,1284,0,범지기마을7단지 호반에코시티,84.893,35700,22,2014
201805,18,세종특별자치시 장군면 금암리,259,1,정보마을,28.2616,2500,2,2002
201805,18,세종특별자치시 장군면 금암리,259,1,정보마을,28.2616,2500,2,2002
201805,18,세종특별자치시 조치원읍 신안리,35,3,유니빌,28.168,3400,6,2002
201805,18,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,49.29,11000,7,1999
201805,18,세종특별자치시 종촌동,654,0,가재마을11단지(한신휴플러스),84.815,42500,7,2013
201805,18,세종특별자치시 종촌동,679,0,가재마을3단지(중흥에듀타운),108.81,41800,9,2015
201805,18,세종특별자치시 종촌동,679,0,가재마을3단지(중흥에듀타운),108.81,42700,15,2015
201805,18,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9474,31400,24,2014
201805,18,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),84.994,39600,4,2014
201805,18,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.62,33000,7,2012
201805,18,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),59.1,28150,8,2012
201805,19,세종특별자치시 고운동,1409,0,가락마을11단지(중흥에듀카운티),84.9837,32200,15,2016
201805,19,세종특별자치시 고운동,1409,0,가락마을11단지(중흥에듀카운티),59.9907,25900,25,2016
201805,19,세종특별자치시 금남면 용포리,263,0,신성연기미소지움,84.8809,20400,14,2007
201805,19,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.757,47900,17,2014
201805,19,세종특별자치시 도담동,639,0,도램마을17단지(모아미래도),99.975,42500,4,2015
201805,19,세종특별자치시 보람동,621,1,호려울마을10단지(중흥S클래스),98.0608,61000,20,2016
201805,19,세종특별자치시 소담동,325,0,새샘마을9단지(중흥S클래스 리버뷰),84.9779,54000,14,2016
201805,19,세종특별자치시 아름동,1279,0,푸르지오(8단지),74.519,29500,4,2013
201805,19,세종특별자치시 연서면 봉암리,622,0,대원네스트빌,59.858,9000,10,2002
201805,19,세종특별자치시 조치원읍 교리,11,1,계룡,78.24,11500,6,1989
201805,19,세종특별자치시 조치원읍 번암리,75,2,번암주공,39.3,5800,1,1989
201805,19,세종특별자치시 종촌동,656,0,가재마을10단지(제일풍경채에듀파크),108.3993,48000,13,2014
201805,19,세종특별자치시 종촌동,683,0,가재마을2단지(호반베르디움3차),84.9893,35800,3,2014
201805,19,세종특별자치시 종촌동,683,0,가재마을2단지(호반베르디움3차),59.8652,28950,14,2014
201805,19,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,32000,13,2014
201805,19,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),84.9424,39500,14,2014
201805,19,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),84.814,38900,9,2014
201805,19,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),84.814,38500,11,2014
201805,19,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),119.77,48300,4,2011
201805,19,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),102.63,42500,6,2011
201805,19,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.96,41500,13,2011
201805,19,세종특별자치시 한솔동,947,0,첫마을3단지(퍼스트프라임),59.83,46700,6,2011
201805,20,세종특별자치시 고운동,1386,0,가락마을17단지(골드클래스),59.9881,23000,4,2015
201805,20,세종특별자치시 고운동,1705,0,가락마을5단지(유승한내들),59.9013,24600,4,2015
201805,20,세종특별자치시 도담동,858,0,도램마을 14단지(한림풀에버),99.986,63000,18,2015
201805,20,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.757,51000,14,2014
201805,20,세종특별자치시 보람동,664,102,호려울마을1단지(대방노블랜드),59.9883,37700,12,2017
201805,20,세종특별자치시 아름동,1356,0,범지기마을 4단지,84.8568,32200,2,2014
201805,20,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,31500,12,2014
201805,20,세종특별자치시 한솔동,984,0,첫마을6단지(힐스테이트),84.11,36750,15,2012
201805,21,세종특별자치시 고운동,1708,0,가락마을3단지(호반베르디움),59.9349,25000,6,2014
201805,21,세종특별자치시 고운동,1708,0,가락마을3단지(호반베르디움),59.9903,26350,5,2014
201805,21,세종특별자치시 다정동,2101,4,가온마을12단지,101.8347,59545,15,2018
201805,21,세종특별자치시 다정동,2102,4,가온마을1단지,84.9676,45446,19,2018
201805,21,세종특별자치시 다정동,2101,1,가온마을2단지,98.7065,45757,4,2018
201805,21,세종특별자치시 대평동,147,3,해들마을3단지,79.8036,48750,9,2017
201805,21,세종특별자치시 도담동,683,0,도램마을3단지(웅진스타클래스),59.97,31000,13,2014
201805,21,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9375,32000,6,2014
201805,21,세종특별자치시 조치원읍 남리,456,0,다원파크리안,83.256,11900,11,2003
201805,21,세종특별자치시 조치원읍 서창리,133,10,두진한라,59.71,7000,2,1991
201805,21,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.976,20600,2,2008
201805,21,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,16000,1,2008
201805,21,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,128.9491,23000,6,2008
201805,21,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,19500,7,2008
201805,21,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),84.994,45000,21,2014
201805,21,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),84.994,42400,26,2014
201805,21,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),96.283,52500,22,2014
201805,21,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.7,33500,28,2012
201805,21,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),114.84,54000,8,2012
201805,22,세종특별자치시 금남면 용포리,320,0,두진리버빌,59.8676,16800,11,2000
201805,22,세종특별자치시 소담동,325,0,새샘마을9단지(중흥S클래스 리버뷰),98.227,62400,4,2016
201805,22,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),59.9789,28000,6,2015
201805,22,세종특별자치시 아름동,1282,0,한신엘리트파크(범지기9단지),84.9899,32200,12,2015
201805,22,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),151.659,31000,10,2008
201805,22,세종특별자치시 종촌동,656,0,가재마을10단지(제일풍경채에듀파크),108.3993,46200,5,2014
201805,22,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9941,44400,9,2015
201805,22,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,31800,6,2014
201805,22,세종특별자치시 한솔동,984,0,첫마을6단지(힐스테이트),84.11,34000,11,2012
201805,23,세종특별자치시 고운동,1708,0,가락마을3단지(호반베르디움),84.9491,33300,16,2014
201805,23,세종특별자치시 부강면 부강리,401,48,주연,59.82,7800,4,1992
201805,23,세종특별자치시 조치원읍 신안리,35,3,유니빌,25.828,3400,14,2002
201805,23,세종특별자치시 조치원읍 신안리,244,1,조형,58.35,7000,1,1991
201805,23,세종특별자치시 조치원읍 신흥리,398,0,신흥대우푸르지오,84.9228,18700,5,2006
201805,23,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),119.78,48000,5,2011
201805,23,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),102.63,42700,11,2011
201805,24,세종특별자치시 고운동,1409,0,가락마을11단지(중흥에듀카운티),84.9837,28800,3,2016
201805,24,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.757,50500,13,2014
201805,24,세종특별자치시 도담동,685,0,도램마을2단지(웅진스타클래스),45.98,27300,8,2014
201805,24,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9837,30800,3,2014
201805,24,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,125.542,25700,11,2013
201805,24,세종특별자치시 조치원읍 죽림리,72,0,죽림우방유셀,105.5944,23000,6,2008
201805,24,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9941,44700,9,2015
201805,24,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,31800,19,2014
201805,25,세종특별자치시 나성동,730,0,에스알파크시티,23.77,12000,8,2017
201805,25,세종특별자치시 나성동,737,0,포레뷰투도시형생활주택,28.3925,12970,4,2017
201805,25,세종특별자치시 도담동,845,0,도램마을1단지(웅진스타클래스),84.99,43950,19,2014
201805,25,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),21.6349,9500,7,2016
201805,25,세종특별자치시 보람동,664,102,호려울마을1단지(대방노블랜드),59.9562,35800,7,2017
201805,25,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9941,45000,21,2015
201805,25,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,31500,27,2014
201805,26,세종특별자치시 고운동,1386,0,가락마을17단지(골드클래스),59.9881,23600,18,2015
201805,26,세종특별자치시 고운동,1400,0,이지더원(가락마을10단지),107.698,40300,12,2015
201805,26,세종특별자치시 고운동,1400,0,이지더원(가락마을10단지),107.698,36200,7,2015
201805,26,세종특별자치시 대평동,266,8,해들마을1단지,84.9429,49500,9,2018
201805,26,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.928,48000,22,2014
201805,26,세종특별자치시 도담동,845,0,도램마을1단지(웅진스타클래스),59.99,34000,8,2014
201805,26,세종특별자치시 도담동,685,0,도램마을2단지(웅진스타클래스),59.97,31000,4,2014
201805,26,세종특별자치시 도담동,685,0,도램마을2단지(웅진스타클래스),59.97,32700,16,2014
201805,26,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9238,33500,7,2014
201805,26,세종특별자치시 아름동,1279,0,푸르지오(8단지),84.9238,34500,11,2013
201805,26,세종특별자치시 어진동,548,0,세종리슈빌S,19.3525,10000,4,2014
201805,26,세종특별자치시 연서면 봉암리,622,0,대원네스트빌,79.626,12200,1,2002
201805,26,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),151.659,30600,6,2008
201805,26,세종특별자치시 조치원읍 죽림리,21,2,삼일,59.76,9800,11,1994
201805,26,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,59.999,12900,5,1996
201805,26,세종특별자치시 종촌동,656,0,가재마을10단지(제일풍경채에듀파크),108.3993,47000,4,2014
201805,26,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9911,44800,23,2015
201805,26,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9941,41000,12,2015
201805,26,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,29400,25,2015
201805,26,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,29000,17,2015
201805,26,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),84.994,41000,7,2014
201805,26,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),84.814,39300,26,2014
201805,26,세종특별자치시 한솔동,984,0,첫마을6단지(힐스테이트),114.19,39000,21,2012
201805,27,세종특별자치시 도담동,627,0,엘가에코힐(도램마을5단지),59.8808,31750,9,2015
201805,27,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.941,50500,29,2014
201805,27,세종특별자치시 어진동,548,0,세종리슈빌S,19.3525,10500,3,2014
201805,27,세종특별자치시 종촌동,656,0,가재마을10단지(제일풍경채에듀파크),108.3993,49500,12,2014
201805,27,세종특별자치시 종촌동,656,0,가재마을10단지(제일풍경채에듀파크),84.9365,43000,7,2014
201805,27,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,31800,17,2014
201805,27,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),114.16,34500,4,2012
201805,28,세종특별자치시 금남면 용포리,263,0,신성연기미소지움,84.8768,21800,6,2007
201805,28,세종특별자치시 다정동,2102,1,가온마을3단지,84.9572,42300,19,2018
201805,28,세종특별자치시 보람동,664,102,호려울마을1단지(대방노블랜드),59.9883,36289,25,2017
201805,28,세종특별자치시 부강면 부강리,970,3,청솔,49.77,7700,9,1994
201805,28,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9837,33700,19,2014
201805,28,세종특별자치시 어진동,649,0,호수의 아침,17.834,9300,6,2014
201805,28,세종특별자치시 조치원읍 신안리,35,3,유니빌,25.828,3450,14,2002
201805,28,세종특별자치시 조치원읍 정리,59,1,풍산,84.82,16000,2,1998
201805,28,세종특별자치시 조치원읍 죽림리,72,0,죽림우방유셀,84.728,17300,11,2008
201805,28,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),84.9424,41000,6,2014
201805,28,세종특별자치시 한솔동,984,0,첫마을6단지(힐스테이트),84.08,30600,12,2012
201805,29,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,9800,11,2000
201805,29,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9727,36850,10,2014
201805,29,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9837,32000,12,2014
201805,29,세종특별자치시 조치원읍 죽림리,389,0,죽림대우푸르지오,84.9228,18800,14,2007
201805,29,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.62,31700,12,2012
201805,30,세종특별자치시 고운동,1708,0,가락마을3단지(호반베르디움),84.9893,35500,7,2014
201805,30,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,9400,6,2000
201805,30,세종특별자치시 금남면 용포리,320,0,두진리버빌,59.8676,14800,4,2000
201805,30,세종특별자치시 도담동,633,0,도램마을20단지(에듀파크),84.857,45000,20,2014
201805,30,세종특별자치시 도담동,627,0,엘가에코힐(도램마을5단지),59.8808,31800,4,2015
201805,30,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.815,42500,1,2014
201805,30,세종특별자치시 부강면 부강리,498,7,대신하나로,59.84,9300,6,2002
201805,30,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),74.5191,31000,8,2014
201805,30,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),101.9478,42250,16,2014
201805,30,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,20100,10,2008
201805,30,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,30900,5,2014
201805,31,세종특별자치시 고운동,1409,0,가락마을11단지(중흥에듀카운티),59.9907,23800,4,2016
201805,31,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,9800,10,2000
201805,31,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.941,51500,16,2014
201805,31,세종특별자치시 부강면 부강리,970,3,청솔,49.77,7500,10,1994
201805,31,세종특별자치시 부강면 부강리,970,3,청솔,49.77,7500,8,1994
201805,31,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.94,26700,1,2015
201805,31,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.87,41700,5,2011
201805,31,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),114.84,45000,21,2012
201806,1,세종특별자치시 고운동,1387,0,가락마을22단지(에듀힐스),96.1416,37800,14,2015
201806,1,세종특별자치시 고운동,1400,0,이지더원(가락마을10단지),72.497,26000,11,2015
201806,1,세종특별자치시 도담동,638,0,도램마을 19단지(모아미래도),84.945,34500,1,2015
201806,1,세종특별자치시 도담동,685,0,도램마을2단지(웅진스타클래스),59.97,29800,3,2014
201806,1,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,125.7081,26200,17,2013
201806,1,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,152.785,32000,12,2013
201806,1,세종특별자치시 조치원읍 신안리,244,1,조형,39.97,5000,1,1991
201806,1,세종특별자치시 조치원읍 죽림리,389,0,죽림대우푸르지오,84.9228,17500,3,2007
201806,1,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),84.95,34350,19,2015
201806,1,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),84.814,34800,3,2014
201806,1,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),59.1,27000,7,2012
201806,2,세종특별자치시 고운동,1396,0,가락마을 20단지(호반베르디움5차),59.9897,24000,3,2015
201806,2,세종특별자치시 고운동,1396,0,가락마을 20단지(호반베르디움5차),84.9895,32300,13,2015
201806,2,세종특별자치시 고운동,1409,0,가락마을11단지(중흥에듀카운티),59.9907,25000,15,2016
201806,2,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,9250,6,2000
201806,2,세종특별자치시 다정동,2101,3,가온마을8단지(더하이스트),59.8817,41500,13,2018
201806,2,세종특별자치시 도담동,638,0,도램마을 19단지(모아미래도),84.945,44500,15,2015
201806,2,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),95.804,55800,1,2015
201806,2,세종특별자치시 도담동,627,0,엘가에코힐(도램마을5단지),59.8808,32000,26,2015
201806,2,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9375,30000,2,2014
201806,2,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9375,34500,15,2014
201806,2,세종특별자치시 아름동,1356,0,범지기마을 4단지,84.8568,33500,14,2014
201806,2,세종특별자치시 아름동,1356,0,범지기마을 4단지,84.8568,33900,9,2014
201806,2,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,19700,9,2008
201806,2,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,59.999,11200,4,1996
201806,2,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9911,34900,1,2015
201806,2,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,31500,12,2014
201806,2,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,30500,20,2014
201806,2,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,31300,16,2014
201806,2,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.7,27500,18,2012
201806,2,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.62,28000,3,2012
201806,2,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),114.61,44000,7,2012
201806,3,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.946,47500,3,2014
201806,3,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,84.3869,22400,8,2013
201806,3,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,125.7081,25800,7,2013
201806,3,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,84.3869,23000,9,2013
201806,3,세종특별자치시 종촌동,656,0,가재마을10단지(제일풍경채에듀파크),108.3993,40500,1,2014
201806,3,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),84.994,44600,24,2014
201806,3,세종특별자치시 한솔동,984,0,첫마을6단지(힐스테이트),84.11,34500,14,2012
201806,3,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),114.84,44500,6,2012
201806,4,세종특별자치시 조치원읍 교리,11,1,계룡,78.24,10900,9,1989
201806,4,세종특별자치시 종촌동,656,0,가재마을10단지(제일풍경채에듀파크),84.9365,37000,1,2014
201806,4,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),84.9424,43500,24,2014
201806,4,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),84.9424,38800,6,2014
201806,5,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,10000,8,2000
201806,5,세종특별자치시 금남면 용포리,320,0,두진리버빌,59.8676,18000,6,2000
201806,5,세종특별자치시 새롬동,341,94,새뜸마을6단지(메이저시티),101.8063,60000,12,2017
201806,5,세종특별자치시 조치원읍 신안리,244,1,조형,39.97,5300,1,1991
201806,5,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,19800,9,2008
201806,5,세종특별자치시 조치원읍 죽림리,389,0,죽림대우푸르지오,84.9228,15800,1,2007
201806,5,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),84.9424,39700,11,2014
201806,5,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),96.31,46800,24,2014
201806,6,세종특별자치시 고운동,1401,0,가락마을13단지(대광로제비앙),84.606,28500,4,2015
201806,6,세종특별자치시 고운동,1408,0,가락마을9단지(신동아 파밀리에),84.986,32700,11,2015
201806,6,세종특별자치시 도담동,683,0,도램마을3단지(웅진스타클래스),59.98,31900,15,2014
201806,6,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),74.5191,30800,22,2014
201806,6,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9727,37500,18,2014
201806,6,세종특별자치시 종촌동,679,0,가재마을3단지(중흥에듀타운),108.81,42000,4,2015
201806,7,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),106.635,63000,3,2015
201806,7,세종특별자치시 보람동,664,102,호려울마을1단지(대방노블랜드),59.9562,36500,25,2017
201806,7,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,125.542,25900,8,2013
