계약년월,계약일,시군구,본번,부번,건물명,전월세구분,전용면적(㎡),보증금(만원),월세(만원),층,건축년도
202002,2,세종특별자치시 조치원읍 봉산리,190,13,마이움 101동,전세,14.81,3500,0,1,2014
202002,2,세종특별자치시 조치원읍 신흥리,106,0,주공연립,전세,55.35,5000,0,2,1984
202002,5,세종특별자치시 조치원읍 신안리,387,7,비스하우스,전세,26.53,5500,0,4,2013
202002,6,세종특별자치시 조치원읍 정리,112,0,세진시티빌,전세,22.0257,4500,0,4,2015
202002,7,세종특별자치시 연기면 연기리,443,16,보성풀하우스 101동,월세,83.2,1000,50,2,2015
202002,13,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,21.6349,300,45,6,2016
202002,14,세종특별자치시 도담동,674,0,까사누보,월세,21.422,500,37,4,2015
202002,14,세종특별자치시 도담동,674,0,까사누보,월세,21.422,500,39,4,2015
202002,14,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,21.6349,500,40,5,2016
202002,14,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,16.9849,300,37,7,2016
202002,15,세종특별자치시 도담동,674,0,까사누보,월세,21.422,500,37,6,2015
202002,15,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,21.6349,300,40,6,2016
202002,15,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,26.5949,300,47,5,2016
202002,15,세종특별자치시 조치원읍 신흥리,121,7,제일오피스텔,전세,41.25,5500,0,6,2014
202002,17,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,26.5708,500,43,6,2016
202002,22,세종특별자치시 도담동,674,0,까사누보,월세,21.422,300,40,6,2015
202002,23,세종특별자치시 반곡동,771,87,씨즈파크뷰,월세,21.9063,2000,32,4,2019
202002,28,세종특별자치시 조치원읍 신흥리,17,1,"우성빌라(다,라동)",전세,55.05,3000,0,4,1991
202002,29,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,21.6349,300,42,8,2016
202003,1,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,21.6349,300,42,7,2016
202003,5,세종특별자치시 조치원읍 교리,3,0,제일,월세,51.21,500,35,3,1988
202003,6,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,16.9849,300,37,7,2016
202003,9,세종특별자치시 조치원읍 정리,112,0,세진시티빌,전세,21.2244,4000,0,2,2015
202003,9,세종특별자치시 조치원읍 정리,112,0,세진시티빌,전세,21.2244,4000,0,2,2015
202003,12,세종특별자치시 조치원읍 상리,121,4,제이드팰리스,전세,32.21,5000,0,4,2015
202003,12,세종특별자치시 조치원읍 신흥리,78,14,이 룸,전세,52.43,8500,0,5,2014
202003,13,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,21.6349,1000,37,6,2016
202003,13,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,21.6349,300,42,5,2016
202003,17,세종특별자치시 조치원읍 침산리,147,4,고려(2),전세,76.32,5500,0,2,1986
202003,18,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),전세,21.6349,8600,0,6,2016
202003,18,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),전세,21.6349,8600,0,6,2016
202003,22,세종특별자치시 반곡동,771,87,씨즈파크뷰,월세,25.4351,500,45,6,2019
202004,1,세종특별자치시 도담동,674,0,까사누보,월세,22.686,500,40,3,2015
202004,1,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,26.5949,500,41,6,2016
202004,4,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,21.6349,300,45,8,2016
202004,6,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,26.5949,300,45,5,2016
202004,6,세종특별자치시 조치원읍 정리,112,0,세진시티빌,전세,20.717,3700,0,2,2015
202004,11,세종특별자치시 조치원읍 신안리,387,7,비스하우스,전세,17.51,4500,0,5,2013
202004,11,세종특별자치시 조치원읍 침산리,275,1,Juniper Hille,월세,17.38,30,33,5,2013
202004,13,세종특별자치시 조치원읍 남리,62,6,세종 팰리스 3동,전세,20.01,2500,0,3,2012
202004,18,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,26.5949,310,42,5,2016
202004,18,세종특별자치시 부강면 부강리,127,1,THE숲아파텔,월세,36.66,2000,30,6,2019
202004,21,세종특별자치시 조치원읍 침산리,283,4,해솔마을A동,전세,20.92,4000,0,2,2013
202004,28,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,16.9849,300,38,7,2016
202004,28,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,26.6283,300,45,5,2016
202005,4,세종특별자치시 조치원읍 신흥리,17,1,"우성빌라(다,라동)",전세,55.05,3000,0,4,1991
202005,6,세종특별자치시 도담동,674,0,까사누보,월세,21.422,500,36,4,2015
202005,9,세종특별자치시 조치원읍 정리,112,0,세진시티빌,전세,30.085,6500,0,3,2015
202005,12,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,16.6229,400,31,8,2016
202005,13,세종특별자치시 조치원읍 신흥리,106,0,주공연립,전세,67.9,6500,0,2,1984
202005,13,세종특별자치시 조치원읍 신흥리,106,0,주공연립,전세,67.9,6500,0,2,1984
202005,16,세종특별자치시 반곡동,4121,1002,세종펠리스,전세,22.7198,11000,0,4,2020
202005,16,세종특별자치시 조치원읍 남리,37,4,동그라미,월세,12.828,200,28,3,2013
202005,18,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,21.6349,300,40,8,2016
202005,18,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),전세,21.6349,8000,0,8,2016
202005,21,세종특별자치시 반곡동,4121,1002,세종펠리스,전세,22.2721,11000,0,5,2020
202005,21,세종특별자치시 반곡동,4121,1002,세종펠리스,전세,25.2389,11500,0,5,2020
202005,21,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,21.6349,300,42,8,2016
202005,21,세종특별자치시 조치원읍 신흥리,78,14,이 룸,전세,45.81,7500,0,3,2014
202005,22,세종특별자치시 전의면 동교리,165,0,삼현B,전세,70.2,2000,0,1,1991
202005,23,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,27.4429,300,45,5,2016
202005,23,세종특별자치시 전의면 관정리,259,3,"정원빌리지(101,102동)",월세,56.46,50,25,2,2010
202006,15,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,16.9849,300,40,7,2016
202006,27,세종특별자치시 도담동,674,0,까사누보,월세,22.7964,500,43,3,2015
202006,29,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,27.4429,500,47,6,2016
202006,30,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,21.6349,500,42,6,2016
202007,6,세종특별자치시 도담동,674,0,까사누보,월세,22.7964,500,37,4,2015
202007,10,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,21.6349,300,42,8,2016
202007,10,세종특별자치시 조치원읍 정리,112,0,세진시티빌,전세,16.661,3000,0,3,2015
202007,18,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,16.9849,300,40,7,2016
202007,18,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,21.6349,500,40,8,2016
202007,18,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,16.9849,300,38,7,2016
202007,18,세종특별자치시 조치원읍 정리,112,0,세진시티빌,전세,16.85,3300,0,5,2015
202007,23,세종특별자치시 조치원읍 상리,121,4,제이드팰리스,전세,21.72,3000,0,7,2015
202007,25,세종특별자치시 조치원읍 정리,112,0,세진시티빌,전세,17.3137,3300,0,5,2015
202007,27,세종특별자치시 조치원읍 봉산리,190,7,마이움 103동,전세,50.42,5000,0,2,2014
202007,31,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,26.5949,2000,31,6,2016
202008,1,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,22.0599,500,44,8,2016
202008,1,세종특별자치시 조치원읍 정리,112,0,세진시티빌,월세,20.717,500,30,3,2015
202008,4,세종특별자치시 도담동,674,0,까사누보,월세,22.686,400,45,4,2015
202008,6,세종특별자치시 금남면 도남리,97,0,금강휴양림마을(프로방스빌),월세,54.169,500,30,1,2015
202008,10,세종특별자치시 부강면 부강리,526,0,(526-0),전세,64.82,8500,0,2,2012
202008,12,세종특별자치시 부강면 부강리,962,5,주연B동,전세,63.47,4000,0,4,1991
202008,13,세종특별자치시 조치원읍 정리,112,0,세진시티빌,전세,22.589,4000,0,3,2015
202008,15,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),전세,16.9849,7300,0,7,2016
202008,16,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),전세,17.5229,6300,0,7,2016
202008,17,세종특별자치시 조치원읍 정리,112,0,세진시티빌,전세,22.589,4500,0,5,2015
202008,23,세종특별자치시 조치원읍 봉산리,190,11,마이움 102동,전세,15.84,2000,0,4,2014
202008,24,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,35.7371,500,50,6,2016
202008,24,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),전세,26.5949,8820,0,6,2016
202008,25,세종특별자치시 조치원읍 남리,354,0,세종2차굿애플,월세,21.12,100,25,4,2014
202008,26,세종특별자치시 조치원읍 신흥리,106,0,주공연립,전세,55.35,5000,0,3,1984
202009,3,세종특별자치시 전의면 관정리,259,3,"정원빌리지(101,102동)",전세,56.46,4000,0,3,2010
202009,10,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,21.6349,1000,36,8,2016
202009,12,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,16.9849,300,40,7,2016
202009,15,세종특별자치시 조치원읍 정리,112,0,세진시티빌,전세,33.9845,7000,0,5,2015
202009,22,세종특별자치시 조치원읍 봉산리,190,13,마이움 101동,전세,15.04,2000,0,3,2014
202009,24,세종특별자치시 조치원읍 신흥리,106,0,주공연립,전세,55.35,6000,0,3,1984
202009,29,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,21.6349,300,42,8,2016
202009,30,세종특별자치시 조치원읍 남리,62,6,세종 팰리스 3동,전세,14.41,3000,0,2,2012
202010,7,세종특별자치시 조치원읍 봉산리,190,13,마이움 101동,전세,14.81,3500,0,1,2014
202010,12,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),월세,26.5949,310,42,5,2016
202010,16,세종특별자치시 조치원읍 신흥리,106,0,주공연립,전세,55.35,4725,0,3,1984
202010,17,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,21.6349,300,45,8,2016
202010,17,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,21.6349,1000,42,6,2016
202010,19,세종특별자치시 보람동,629,1,스타힐타워Ⅱ(C2-4),월세,21.6349,300,45,6,2016
202010,20,세종특별자치시 조치원읍 신흥리,106,0,주공연립,전세,57.51,8000,0,3,1984
202010,21,세종특별자치시 연기면 연기리,443,16,보성풀하우스 101동,월세,83.11,1500,45,2,2015
